Date,Decision
2022-11-25 12:45:00,Wait
2022-11-25 13:00:00,Wait
2022-11-25 13:15:00,Wait
2022-11-25 13:30:00,Wait
2022-11-25 13:45:00,Wait
2022-11-25 14:00:00,Buy
2022-11-25 14:15:00,Wait
2022-11-25 14:30:00,Wait
2022-11-25 14:45:00,Wait
2022-11-25 15:00:00,Buy
2022-11-25 15:15:00,Wait
2022-11-25 15:30:00,Wait
2022-11-25 15:45:00,Wait
2022-11-25 16:00:00,Wait
2022-11-25 16:15:00,Wait
2022-11-25 16:30:00,Wait
2022-11-25 16:45:00,Wait
2022-11-25 17:00:00,Wait
2022-11-25 17:15:00,Wait
2022-11-25 17:30:00,Wait
2022-11-25 17:45:00,Wait
2022-11-28 10:00:00,Wait
2022-11-28 10:15:00,Wait
2022-11-28 10:30:00,Wait
2022-11-28 10:45:00,Wait
2022-11-28 11:00:00,Wait
2022-11-28 11:15:00,Wait
2022-11-28 11:30:00,Wait
2022-11-28 11:45:00,Wait
2022-11-28 12:00:00,Wait
2022-11-28 12:15:00,Wait
2022-11-28 12:30:00,Wait
2022-11-28 12:45:00,Wait
2022-11-28 13:00:00,Wait
2022-11-28 13:15:00,Wait
2022-11-28 13:30:00,Wait
2022-11-28 13:45:00,Wait
2022-11-28 14:00:00,Wait
2022-11-28 14:15:00,Wait
2022-11-28 14:30:00,Wait
2022-11-28 14:45:00,Buy
2022-11-28 15:00:00,Wait
2022-11-28 15:15:00,Wait
2022-11-28 15:30:00,Wait
2022-11-28 15:45:00,Buy
2022-11-28 16:00:00,Wait
2022-11-28 16:15:00,Wait
2022-11-28 16:30:00,Wait
2022-11-28 16:45:00,Wait
2022-11-28 17:00:00,Wait
2022-11-28 17:15:00,Wait
2022-11-28 17:30:00,Wait
2022-11-28 17:45:00,Wait
2022-11-29 10:00:00,Wait
2022-11-29 10:15:00,Buy
2022-11-29 10:30:00,Buy
2022-11-29 10:45:00,Wait
2022-11-29 11:00:00,Wait
2022-11-29 11:15:00,Wait
2022-11-29 11:30:00,Wait
2022-11-29 11:45:00,Wait
2022-11-29 12:00:00,Wait
2022-11-29 12:15:00,Wait
2022-11-29 12:30:00,Wait
2022-11-29 12:45:00,Wait
2022-11-29 13:00:00,Wait
2022-11-29 13:15:00,Wait
2022-11-29 13:30:00,Wait
2022-11-29 13:45:00,Wait
2022-11-29 14:00:00,Wait
2022-11-29 14:15:00,Wait
2022-11-29 14:30:00,Wait
2022-11-29 14:45:00,Wait
2022-11-29 15:00:00,Wait
2022-11-29 15:15:00,Wait
2022-11-29 15:30:00,Wait
2022-11-29 15:45:00,Wait
2022-11-29 16:00:00,Wait
2022-11-29 16:15:00,Buy
2022-11-29 16:30:00,Buy
2022-11-29 16:45:00,Wait
2022-11-29 17:00:00,Wait
2022-11-29 17:15:00,Wait
2022-11-29 17:30:00,Wait
2022-11-29 17:45:00,Wait
2022-11-30 10:00:00,Wait
2022-11-30 10:15:00,Wait
2022-11-30 10:30:00,Wait
2022-11-30 10:45:00,Wait
2022-11-30 11:00:00,Wait
2022-11-30 11:15:00,Wait
2022-11-30 11:30:00,Wait
2022-11-30 11:45:00,Wait
2022-11-30 12:00:00,Wait
2022-11-30 12:15:00,Buy
2022-11-30 12:30:00,Wait
2022-11-30 12:45:00,Wait
2022-11-30 13:00:00,Wait
2022-11-30 13:15:00,Wait
2022-11-30 13:30:00,Wait
2022-11-30 13:45:00,Wait
2022-11-30 14:00:00,Wait
2022-11-30 14:15:00,Buy
2022-11-30 14:30:00,Buy
2022-11-30 14:45:00,Wait
2022-11-30 15:00:00,Wait
2022-11-30 15:15:00,Wait
2022-11-30 15:30:00,Wait
2022-11-30 15:45:00,Wait
2022-11-30 16:00:00,Wait
2022-11-30 16:15:00,Wait
2022-11-30 16:30:00,Wait
2022-11-30 16:45:00,Wait
2022-11-30 17:00:00,Sell
2022-11-30 17:15:00,Sell
2022-11-30 17:30:00,Sell
2022-11-30 17:45:00,Wait
2022-12-01 10:00:00,Wait
2022-12-01 10:15:00,Wait
2022-12-01 10:30:00,Wait
2022-12-01 10:45:00,Wait
2022-12-01 11:00:00,Wait
2022-12-01 11:15:00,Wait
2022-12-01 11:30:00,Wait
2022-12-01 11:45:00,Wait
2022-12-01 12:00:00,Wait
2022-12-01 12:15:00,Buy
2022-12-01 12:30:00,Wait
2022-12-01 12:45:00,Wait
2022-12-01 13:00:00,Wait
2022-12-01 13:15:00,Wait
2022-12-01 13:30:00,Wait
2022-12-01 13:45:00,Wait
2022-12-01 14:00:00,Wait
2022-12-01 14:15:00,Wait
2022-12-01 14:30:00,Wait
2022-12-01 14:45:00,Wait
2022-12-01 15:00:00,Wait
2022-12-01 15:15:00,Wait
2022-12-01 15:30:00,Wait
2022-12-01 15:45:00,Wait
2022-12-01 16:00:00,Wait
2022-12-01 16:15:00,Wait
2022-12-01 16:30:00,Wait
2022-12-01 16:45:00,Wait
2022-12-01 17:00:00,Buy
2022-12-01 17:15:00,Wait
2022-12-01 17:30:00,Wait
2022-12-01 17:45:00,Wait
2022-12-02 10:00:00,Wait
2022-12-02 10:15:00,Wait
2022-12-02 10:30:00,Buy
2022-12-02 10:45:00,Wait
2022-12-02 11:00:00,Wait
2022-12-02 11:15:00,Wait
2022-12-02 11:30:00,Sell
2022-12-02 11:45:00,Sell
2022-12-02 12:00:00,Wait
2022-12-02 12:15:00,Wait
2022-12-02 12:30:00,Wait
2022-12-02 12:45:00,Wait
2022-12-02 13:00:00,Wait
2022-12-02 13:15:00,Wait
2022-12-02 13:30:00,Wait
2022-12-02 13:45:00,Wait
2022-12-02 14:00:00,Wait
2022-12-02 14:15:00,Wait
2022-12-02 14:30:00,Wait
2022-12-02 14:45:00,Wait
2022-12-02 15:00:00,Wait
2022-12-02 15:15:00,Wait
2022-12-02 15:30:00,Wait
2022-12-02 15:45:00,Wait
2022-12-02 16:00:00,Wait
2022-12-02 16:15:00,Wait
2022-12-02 16:30:00,Wait
2022-12-02 16:45:00,Wait
2022-12-02 17:00:00,Buy
2022-12-02 17:15:00,Wait
2022-12-02 17:30:00,Wait
2022-12-02 17:45:00,Wait
2022-12-05 10:00:00,Buy
2022-12-05 10:15:00,Buy
2022-12-05 10:30:00,Buy
2022-12-05 10:45:00,Buy
2022-12-05 11:00:00,Wait
2022-12-05 11:15:00,Wait
2022-12-05 11:30:00,Wait
2022-12-05 11:45:00,Wait
2022-12-05 12:00:00,Wait
2022-12-05 12:15:00,Wait
2022-12-05 12:30:00,Wait
2022-12-05 12:45:00,Wait
2022-12-05 13:00:00,Wait
2022-12-05 13:15:00,Wait
2022-12-05 13:30:00,Wait
2022-12-05 13:45:00,Wait
2022-12-05 14:00:00,Wait
2022-12-05 14:15:00,Wait
2022-12-05 14:30:00,Wait
2022-12-05 14:45:00,Wait
2022-12-05 15:00:00,Wait
2022-12-05 15:15:00,Wait
2022-12-05 15:30:00,Wait
2022-12-05 15:45:00,Wait
2022-12-05 16:00:00,Wait
2022-12-05 16:15:00,Buy
2022-12-05 16:30:00,Buy
2022-12-05 16:45:00,Wait
2022-12-05 17:00:00,Wait
2022-12-05 17:15:00,Wait
2022-12-05 17:30:00,Wait
2022-12-05 17:45:00,Wait
2022-12-06 10:00:00,Wait
2022-12-06 10:15:00,Wait
2022-12-06 10:30:00,Wait
2022-12-06 10:45:00,Wait
2022-12-06 11:00:00,Wait
2022-12-06 11:15:00,Wait
2022-12-06 11:30:00,Wait
2022-12-06 11:45:00,Wait
2022-12-06 12:00:00,Wait
2022-12-06 12:15:00,Wait
2022-12-06 12:30:00,Wait
2022-12-06 12:45:00,Wait
2022-12-06 13:00:00,Wait
2022-12-06 13:15:00,Wait
2022-12-06 13:30:00,Wait
2022-12-06 13:45:00,Wait
2022-12-06 14:00:00,Wait
2022-12-06 14:15:00,Wait
2022-12-06 14:30:00,Wait
2022-12-06 14:45:00,Wait
2022-12-06 15:00:00,Buy
